language,type,i,c,id
Spanish,RV,left,let,person_758
Portuguese,RJ,funny,fun,person_2670
Portuguese,RV,use,wear,person_2670
Portuguese,RV,use,wear,person_2670
Portuguese,RJ,funny,fun,person_2670
Portuguese,RV,use,wear,person_2670
Portuguese,RV,use,wear,person_2670
Spanish,RV,make,do,person_1386
Thai,RN,time,delay,person_2472
Russian,RY,too,very,person_1635
Russian,RV,presented,advertised,person_1635
Russian,RY,too,very,person_1635
Russian,RV,understand,knew,person_1635
Russian,RJ,big,long,person_1635
Turkish,RV,watch,see,person_1806
Turkish,RV,given,paid,person_1806
Turkish,RV,written,said,person_1806
Turkish,RV,accept,give,person_1806
Turkish,RY,later,late,person_1806
Turkish,RV,written,advertised,person_1806
Turkish,RV,can't,don't,person_1806
Turkish,RV,understand,notice,person_1806
Swedish,RJ,available,open,person_410
Thai,RN,angle,angel,person_389
Thai,RY,Certainly,Really,person_389
Thai,RN,angle,angel,person_389
Greek,RN,act,acting,person_2699
Greek,RJ,horrible,terrible,person_2699
Greek,RN,act,acting,person_2699
Greek,RN,ours,time,person_2699
Greek,RV,leaving,living,person_2699
Greek,RV,could,would,person_2699
Greek,RJ,common,ordinary,person_2699
Greek,RY,about,up,person_2699
Spanish,RN,prize,price,person_160
French,RV,held,performed,person_1353
French,RY,purely,really,person_1353
French,RV,have,take,person_1353
French,RY,just,only,person_1353
French,RY,No,Not,person_1353
French,RV,pay,buy,person_1353
French,RV,found,had,person_1353
Italian,RV,had,got,person_982
Italian,RV,prepare,provide,person_982
Catalan,RV,explained,told,person_772
Catalan,RV,was,had,person_772
Catalan,RV,receive,get,person_772
Catalan,RV,offered,promised,person_772
Catalan,RV,explain,tell,person_772
Catalan,RV,going,riding,person_772
Catalan,RN,experience,chance,person_772
Catalan,RV,know,meet,person_772
Catalan,RV,explain,tell,person_772
German,RV,make,throw,person_1555
German,RV,opened,spend,person_1555
Chinese,RV,made,left,person_1541
Chinese,RV,suppose,thought,person_1541
Chinese,RV,spread,share,person_1541
Catalan,RN,problems,reasons,person_1958
Catalan,RV,done,started,person_1958
Catalan,RY,After,Also,person_1958
Catalan,RJ,close,closed,person_1958
Catalan,RJ,irritated,irritable,person_1958
Catalan,RV,got,had,person_1958
Catalan,RJ,irritated,irritable,person_1958
Catalan,RV,look,take,person_1958
Catalan,RN,history,story,person_1958
Catalan,RV,lose,missed,person_1958
Catalan,RV,done,given,person_1958
Korean,RV,take,receive,person_1031
Korean,RN,county,country,person_1031
Korean,RV,made,allowed,person_1031
Polish,RJ,excited,exciting,person_1025
Polish,RV,excuse,apologize,person_1025
Polish,RV,play,perform,person_1025
Greek,RV,saying,telling,person_2262
Italian,RV,said,told,person_1019
Italian,RN,prize,price,person_1019
Italian,RJ,different,false,person_1019
Italian,RV,prepared,made,person_1019
Italian,RV,remembered,reminded,person_1019
Italian,RV,prepare,arrange,person_1019
French,RN,transformations,renovation,person_1742
French,RN,clothes,clothing,person_1742
French,RV,be,become,person_1742
Spanish,RJ,disappointing,disappointed,person_2075
Spanish,RV,do,were,person_2075
Spanish,RJ,uncomfortable,unpleasant,person_2075
Spanish,RN,Technology,Computers,person_2075
Spanish,RV,lead,help,person_2075
Spanish,RJ,interesting,interested,person_2075
Portuguese,RJ,full,full-price,person_940
Portuguese,RV,diced,decided,person_940
Swedish,RJ,different,various,person_773
Swedish,RY,here,there,person_773
Swedish,RJ,different,new,person_773
Swedish,RV,discovered,invented,person_773
Swedish,RN,discovery,invention,person_773
Italian,RY,here,there,person_983
Italian,RV,have,get,person_983
Italian,RV,make,throw,person_983
Italian,RV,might,should,person_983
Italian,RV,explained,told,person_983
Italian,RY,too,again,person_983
Italian,RV,said,told,person_983
Japanese,RN,mails,e-mails,person_2673
Japanese,RY,Then,Also,person_2673
Japanese,RY,after,for,person_2673
Japanese,RY,everywhere,anywhere,person_2673
Thai,RJ,unreliable,misleading,person_1420
Thai,RY,very,absolutely,person_1420
Thai,RN,house,housing,person_1420
Thai,RN,machines,technology,person_1420
Thai,RY,immediate,quickly,person_1420
Thai,RY,sometime,sometimes,person_1420
Portuguese,RV,presented,performed,person_2459
Portuguese,RV,make,provide,person_2459
Portuguese,RN,aspects,things,person_2459
Portuguese,RN,facility,potential,person_2459
Portuguese,RV,caused,created,person_2459
Portuguese,RN,aspects,things,person_2459
Korean,RY,before,ago,person_405
German,RV,spend,have,person_1815
German,RN,film,show,person_1815
German,RV,indicated,advertised,person_1815
German,RV,arrest,rest,person_1815
German,RV,announced,advertised,person_1815
German,RN,person,actors,person_1815
German,RN,prize,price,person_1815
German,RV,has,is,person_1815
German,RN,range,variety,person_1815
German,RN,clothes,materials,person_1815
German,RJ,solid,conservative,person_1815
Japanese,RY,literally,absolutely,person_2307
Japanese,RY,totally,quite,person_2307
Japanese,RN,justification,explanation,person_2307
Japanese,RY,Sincerely,Faithfully,person_2307
Japanese,RN,form,means,person_2307
Japanese,RJ,electrical,electric,person_2307
Japanese,RJ,painstaking,demanding,person_2307
Japanese,RN,creation,invention,person_2307
Japanese,RN,information,description,person_1626
Japanese,RV,stated,given,person_1626
Japanese,RN,time,event,person_1626
Japanese,RJ,usual,ordinary,person_1626
Japanese,RV,has,is,person_1626
Japanese,RV,got,was,person_1626
Japanese,RN,rocker,locker,person_1626
German,RV,visited,saw,person_603
German,RV,made,meant,person_603
German,RV,have,get,person_603
German,RV,traded,replaced,person_603
German,RN,reception,office,person_603
German,RN,sea,coast,person_603
French,RV,hang,give,person_2677
French,RV,booked,made,person_2677
French,RN,moment,event,person_2677
French,RV,hang,give,person_2677
French,RN,appliance,device,person_2677
French,RN,mails,e-mails,person_2677
Korean,RN,way,means,person_2663
Korean,RY,after,then,person_2663
Korean,RV,ate,swallow,person_2663
Korean,RV,steal,burgle,person_2663
Spanish,RN,hour,time,person_824
Spanish,RV,is,shows,person_824
Spanish,RV,was,does,person_824
Spanish,RY,Absolutely,Completely,person_824
Portuguese,RN,mass,mess,person_830
Portuguese,RV,seems,were,person_830
Portuguese,RJ,disappointing,disappointed,person_830
Portuguese,RN,section,show,person_830
Portuguese,RV,had,can,person_830
Portuguese,RV,goes,develops,person_830
Portuguese,RN,necessities,needs,person_830
Portuguese,RV,meant,intended,person_788
Portuguese,RV,spoke,talked,person_788
Spanish,RV,said,told,person_1544
Spanish,RJ,false,fake,person_1544
Spanish,RV,is,shows,person_1544
Spanish,RN,act,actor,person_1544
Spanish,RV,make,have,person_1544
Greek,RV,presented,staged,person_1975
Greek,RV,came,went,person_1975
Greek,RV,playing,performing,person_1975
Greek,RN,stuff,staff,person_1975
Greek,RV,does,is,person_1975
Greek,RV,solve,resolved,person_1975
Greek,RV,go,take,person_1975
Greek,RV,solved,resolved,person_1975
Greek,RN,cut,cat,person_1975
Greek,RV,let,left,person_1975
Greek,RV,laying,lying,person_1975
Greek,RV,won,beat,person_1975
Greek,RN,doctor,vet,person_1975
Greek,RN,earn,get,person_1975
Greek,RV,told,said,person_1975
Portuguese,RN,play,musical,person_213
Portuguese,RV,have,give,person_213
Portuguese,RN,discoveries,inventions,person_213
Portuguese,RN,possibility,opportunity,person_213
Greek,RV,come,gone,person_1961
Greek,RV,watch,seeing,person_1961
Greek,RV,create,establish,person_1961
Greek,RV,told,revealed,person_1961
Greek,RN,classroom,class,person_1961
Greek,RV,owed,deserved,person_1961
Japanese,RN,stage,performance,person_2298
Japanese,RN,changing,change,person_2298
Japanese,RV,changed,replaced,person_2298
Japanese,RV,discounted,reduced,person_2298
Japanese,RV,mentioned,described,person_2298
Japanese,RV,shows,has,person_2298
Japanese,RN,fault,mistake,person_2298
Japanese,RJ,surprising,surprise,person_2298
Japanese,RV,spent,had,person_2298
French,RY,eventually,actually,person_1034
French,RJ,lying,deceitful,person_1034
French,RV,spend,have,person_1034
French,RV,join,attach,person_1034
French,RV,looked,seemed,person_1034
French,RV,reached,achieved,person_1034
French,RV,rob,steal,person_1034
French,RV,wanted,would,person_1034
French,RV,had,recovered,person_1034
Turkish,RV,hadn't,wouldn't,person_2514
Russian,RY,earlier,before,person_2272
Russian,RJ,last,latest,person_2272
Russian,RY,Earlier,Before,person_2272
Russian,RY,earlier,before,person_2272
Spanish,RV,have,get,person_2299
Spanish,RV,was,had,person_2299
Spanish,RV,do,open,person_2299
Spanish,RV,refuse,refund,person_2299
Spanish,RV,started,came,person_2299
Spanish,RV,spent,had,person_2299
Spanish,RV,come,go,person_2299
Spanish,RJ,nervous,angry,person_2299
Japanese,RV,came,arrived,person_574
Japanese,RV,told,said,person_574
French,RN,points,things,person_212
French,RN,news,reply,person_212
French,RY,After,Afterwards,person_212
French,RV,take,have,person_212
French,RN,oven,cooker,person_212
French,RV,give,make,person_212
French,RY,everywhere,anywhere,person_212
French,RN,paragraph,essay,person_212
Turkish,RV,excuse,apologise,person_1223
Turkish,RN,production,product,person_979
Turkish,RY,anytime,ever,person_979
Spanish,RV,show,explain,person_762
Spanish,RN,faults,mistakes,person_762
Spanish,RV,stepped,walked,person_762
Spanish,RJ,common,normal,person_762
Spanish,RV,took,was,person_762
Spanish,RY,before,first,person_762
German,RN,commuters,computers,person_1425
Italian,RV,accept,offer,person_2662
Italian,RV,lost,left,person_2662
Chinese,RV,expected,meant,person_2676
Chinese,RV,makes,allows,person_2676
Polish,RV,mentioned,stated,person_819
Polish,RJ,bigger,greater,person_819
Polish,RY,already,soon,person_819
Polish,RV,telling,talking,person_819
Polish,RN,hazard,danger,person_819
Polish,RV,doubt,wonder,person_819
Greek,RJ,gold,golden,person_2689
Greek,RN,tech,technology,person_2689
Greek,RN,house,household,person_2689
Greek,RV,call,take,person_2689
Turkish,RV,did,made,person_1155
Turkish,RV,tell,say,person_1155
Turkish,RV,tell,say,person_1155
Spanish,RV,lose,waste,person_1627
Spanish,RV,explain,tell,person_1627
Spanish,RV,felt,fell,person_1627
Spanish,RV,eating,biting,person_1627
Spanish,RV,don't,won't,person_1627
Greek,RV,point,make,person_1141
Greek,RV,placed,put,person_1141
Greek,RN,afternoon,evening,person_1141
Greek,RY,so,very,person_1141
Greek,RV,coming,going,person_1141
Greek,RV,expanded,extended,person_1141
Greek,RN,legs,reach,person_1141
Greek,RN,part,area,person_1141
Greek,RV,was,reached,person_1141
Greek,RV,got,became,person_1141
Greek,RV,got,developed,person_1141
Greek,RJ,alive,live,person_1141
Greek,RY,only,just,person_1141
Portuguese,RV,BEEN,MADE,person_2306
Portuguese,RN,WAYS,MEANS,person_2306
Portuguese,RN,FACILITIES,OPPORTUNITIES,person_2306
Portuguese,RN,CONDITIONS,ABILITY,person_2306
Portuguese,RV,CAN,SHOULD,person_2306
Korean,RV,lost,missed,person_2474
Korean,RY,effectively,efficiently,person_2474
French,RV,waited,wanted,person_428
French,RY,here,there,person_428
French,RV,made,did,person_428
French,RV,well-made,well-done,person_428
French,RV,made,done,person_428
French,RN,possibility,opportunity,person_428
Swedish,RV,should,would,person_370
Swedish,RN,chief,chef,person_370
Swedish,RV,should,could,person_370
Spanish,RJ,disappointed,disappointing,person_1194
Spanish,RV,seen,experienced,person_1194
Spanish,RN,side,part,person_1194
Spanish,RY,already,yet,person_1194
Spanish,RV,Seen,Considering,person_1194
Spanish,RN,way,thing,person_1194
Spanish,RN,way,thing,person_1194
Spanish,RN,way,thing,person_1194
Spanish,RV,have,maintain,person_1194
Spanish,RN,independence,dependence,person_1194
Chinese,RV,show,say,person_2476
Chinese,RY,very,quite,person_2476
Chinese,RV,fried,fired,person_2476
Chinese,RJ,last,previous,person_2476
Chinese,RV,went,wanted,person_2476
Chinese,RV,getting,have,person_2476
Chinese,RV,send,give,person_2476
Chinese,RV,let,made,person_2476
Chinese,RV,got,felt,person_2476
Russian,RV,be,have,person_1619
Russian,RV,offered,invited,person_1619
Russian,RV,gave,put,person_1619
Italian,RY,No,Not,person_614
Italian,RV,stay,be,person_614
Italian,RN,notices,news,person_614
Italian,RV,have,get,person_614
Italian,RV,pass,spend,person_614
Italian,RV,forgive,forget,person_614
Italian,RV,get,makes,person_614
Italian,RV,stay,be,person_614
Swedish,RV,got,were,person_1382
Swedish,RN,diner,dinner,person_1382
Swedish,RV,pronounced,said,person_1382
Spanish,RV,got,was,person_2674
Spanish,RJ,full,full-price,person_2674
Spanish,RY,before,ago,person_2674
Spanish,RV,get,leave,person_2674
Spanish,RN,Mr,Sir,person_2648
Spanish,RV,performing,showing,person_2648
Spanish,RY,after,later,person_2648
Chinese,RV,was,started,person_2700
Chinese,RN,ricer,rice,person_2700
Japanese,RN,play,acting,person_1962
Japanese,RV,play,perform,person_1962
Japanese,RV,have,get,person_1962
Chinese,RJ,disappointing,disappointed,person_1792
Chinese,RV,has,are,person_1792
Chinese,RN,thicket,ticket,person_1792
Chinese,RN,threat,theatre,person_1792
Chinese,RN,pass,past,person_1792
Chinese,RN,petrel,petrol,person_1792
Chinese,RN,transport,vehicles,person_1792
Chinese,RV,transport,travel,person_1792
Russian,RY,ago,before,person_2502
Spanish,RV,show,express,person_2264
Spanish,RN,match,game,person_2264
Spanish,RV,say,tell,person_2264
Swedish,RV,told,said,person_1745
Swedish,RN,country,nationality,person_1745
Swedish,RV,leave,live,person_1745
Italian,RJ,close,closed,person_1751
Italian,RN,advice,advertisement,person_1751
Italian,RV,showed,promised,person_1751
Italian,RN,pass,past,person_1751
Italian,RV,have,get,person_1751
Italian,RY,no,not,person_1751
Italian,RV,allow,prevent,person_1751
Italian,RV,loose,lose,person_1751
Italian,RV,stay,be,person_1751
Korean,RY,such,so,person_1988
Korean,RV,wish,hope,person_1988
Korean,RY,later,after,person_1988
Italian,RV,make,let,person_1750
Italian,RV,wouldn't,couldn't,person_1750
Italian,RN,facts,events,person_1750
Italian,RV,make,let,person_1750
Spanish,RN,cleaning,hygiene,person_1744
Spanish,RV,realize,recognise,person_1744
Spanish,RV,used,need,person_1744
Spanish,RV,find,do,person_1744
Japanese,RN,play,performance,person_2503
Japanese,RV,would,should,person_2503
Japanese,RV,know,have,person_2503
Japanese,RV,may,might,person_2503
Japanese,RV,invested,invented,person_2503
Thai,RV,replying,hearing,person_577
Thai,RY,so,very,person_577
Thai,RY,deliberately,carefully,person_577
Thai,RV,do,act,person_577
Polish,RN,journey,holiday,person_952
Polish,RV,enjoyed,liked,person_952
Polish,RN,scene,stage,person_952
Polish,RY,Eventually,Finally,person_952
Polish,RN,advantage,fact,person_952
Polish,RN,works,chores,person_952
Polish,RY,either,too,person_952
Polish,RN,works,chores,person_952
Polish,RV,put,make,person_952
Polish,RV,going,done,person_952
Polish,RY,alright,fine,person_952
French,RJ,disappointed,disappointing,person_2701
French,RY,firstly,first,person_2701
French,RN,play,performance,person_2701
French,RV,play,perform,person_2701
French,RV,spend,have,person_2701
French,RV,indicated,given,person_2701
French,RV,notice,see,person_2701
French,RV,supposed,expected,person_2701
French,RN,modernism,modernisation,person_2701
French,RN,progresses,advances,person_2701
French,RV,gets,has,person_2701
French,RN,health,medicine,person_2701
French,RN,searching,research,person_2701
Chinese,RN,refund,money,person_2098
Chinese,RN,disability,inability,person_2098
Russian,RJ,amazed,surprised,person_985
Russian,RN,reason,cause,person_985
Russian,RN,routine,chores,person_985
Catalan,RV,complain,understand,person_775
Catalan,RV,caught,got,person_775
Catalan,RV,made,done,person_775
Catalan,RY,after,later,person_775
French,RV,have,get,person_1426
French,RJ,heavy,hard,person_1426
French,RV,averting,avoiding,person_1426
French,RJ,right,justified,person_1426
French,RY,before,beforehand,person_1426
Spanish,RV,speak,talk,person_2107
Spanish,RY,out,off,person_2107
Portuguese,RV,starring,acting,person_2311
Portuguese,RV,passed,had,person_2311
Portuguese,RV,did,cooked,person_2311
French,RN,fake,fraud,person_2463
French,RN,place,importance,person_2463
Portuguese,RV,got,was,person_365
Portuguese,RY,differently,contrary,person_365
Portuguese,RV,stamped,stuck,person_365
Turkish,RJ,secure,safe,person_2485
Turkish,RV,does,is,person_2485
Turkish,RN,tile,till,person_2485
Turkish,RJ,close,closed,person_2485
Turkish,RJ,annoyed,annoying,person_2485
Turkish,RJ,suitable,best,person_2485
Spanish,RJ,thankful,grateful,person_426
Spanish,RV,lightened,lit,person_426
Thai,RV,could,would,person_1615
Thai,RV,prepare,decide,person_1615
Thai,RN,acts,actions,person_1615
Spanish,RV,noticing,notifying,person_1167
Spanish,RN,camping,camp,person_1167
Spanish,RV,afford,buy,person_1167
Spanish,RV,move,go,person_1167
Spanish,RY,too,extremely,person_1167
Spanish,RN,stress,pressure,person_2446
Spanish,RV,be,have,person_2693
